address_to_geocode,latitude,longitude,source,to_check,location_type,formatted_address,types
"SAWTELLE and TENNESSEE, Los Angeles",34.0367313,-118.4400179,geocoding,NO,GEOMETRIC_CENTER,"Sawtelle Blvd & Tennessee Ave, Los Angeles, CA 90064, USA",['intersection']
2200 MAPLE AV,41.7847581,-88.0936634,geocoding,NO,ROOFTOP,"2200 Maple Ave, Lisle, IL 60532, USA",premise
"CONVOY ST and PACIFIC, Los Angeles",33.9582442,-118.4505495,geocoding,NO,GEOMETRIC_CENTER,"Convoy St & Pacific Ave, Los Angeles, CA 90293, USA",intersection
"14TH and MAIN, Los Angeles",34.0353171,-118.2612151,geocoding,NO,GEOMETRIC_CENTER,"E 14th St & S Main St, Los Angeles, CA 90015, USA",['intersection']
"TYRONE AV and ARCHWOOD ST, Los Angeles",34.1929561,-118.4443693,geocoding,NO,GEOMETRIC_CENTER,"Archwood St & Tyrone Ave, Los Angeles, CA 91405, USA",['intersection']
9300 N SEPULVEDA BL,33.9512465,-118.3961382,geocoding,NO,RANGE_INTERPOLATED,"9300 S Sepulveda Blvd, Los Angeles, CA 90045, USA",['street_address']
8500 WOODLEY AV,34.2247878,-118.4851811,geocoding,NO,RANGE_INTERPOLATED,"8500 Woodley Ave, North Hills, CA 91343, USA",['street_address']
"4TH ST and COLUMBIA, Los Angeles",34.0571284,-118.2658329,geocoding,NO,GEOMETRIC_CENTER,"4th St & Columbia Ave, Los Angeles, CA 90017, USA",intersection
"105TH ST and FIGUEROA, Los Angeles",33.9409975,-118.282622,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 105th St, Los Angeles, CA 90003, USA",['intersection']
20400 COHASSET ST,34.206779,-118.5776777,geocoding,NO,RANGE_INTERPOLATED,"20400 Cohasset St, Winnetka, CA 91306, USA",['street_address']
"93RD ST and FIGUEROA ST, Los Angeles",33.9519234,-118.2827117,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 93rd St, Los Angeles, CA 90044, USA",['intersection']
"PICO BL and COTNER, Los Angeles",34.0362106,-118.4366739,geocoding,NO,GEOMETRIC_CENTER,"Cotner Ave & Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
"VINE ST and SELMA, Los Angeles",34.0997934,-118.3266935,geocoding,NO,GEOMETRIC_CENTER,"Vine St & Selma Ave, Los Angeles, CA 90028, USA",['intersection']
"KEARNEY and MEYERS, Los Angeles",-16.3792757,-16.3792757,geocoding,YES,APPROXIMATE,"Los Ángeles de Cayma, Arequipa 04017, Peru","political,sublocality,sublocality_level_1"
8900 CORBIN AV,34.2322172,-118.5619017,geocoding,NO,ROOFTOP,"8900 Corbin Ave, Northridge, CA 91324, USA",['premise']
"HOLLYWOOD and HOBART, Los Angeles",34.1017443,-118.3056567,geocoding,NO,GEOMETRIC_CENTER,"Hollywood Blvd & Hobart Blvd, Los Angeles, CA 90027, USA",['intersection']
"WESTLAKE and 7TH ST, Los Angeles",34.0559282,-118.2756623,geocoding,NO,GEOMETRIC_CENTER,"S Westlake Ave & 7th St, Los Angeles, CA 90057, USA",intersection
"SANTA MONICA and VINE, Los Angeles",34.0907541,-118.3266477,geocoding,NO,GEOMETRIC_CENTER,"Vine St & Santa Monica Blvd, Los Angeles, CA 90038, USA",['intersection']
"TENNESSEE and BARRINGTON, Los Angeles",34.0322105,-118.4461279,geocoding,NO,GEOMETRIC_CENTER,"Tennessee Ave & S Barrington Ave, Los Angeles, CA 90064, USA",intersection
"ALTA VISTA and SUNSET, Los Angeles",34.0979908,-118.3470854,geocoding,NO,GEOMETRIC_CENTER,"Sunset Blvd & N Alta Vista Blvd, Los Angeles, CA 90046, USA",['intersection']
"7TH ST and STANFORD AV, Los Angeles",34.0390365,-118.2443999,geocoding,NO,GEOMETRIC_CENTER,"Stanford Ave & 7th St, Los Angeles, CA 90021, USA",['intersection']
"WASHINGTON BL and PACIFIC AV, Los Angeles",33.979743,-118.4656661,geocoding,NO,GEOMETRIC_CENTER,"Washington Blvd & Pacific Ave, Los Angeles, CA 90291, USA",['intersection']
"SEPULVEDA and WYANDOTTE, Los Angeles",34.2030088,-118.466213,geocoding,NO,GEOMETRIC_CENTER,"Wyandotte St & Sepulveda Blvd, Los Angeles, CA 91405, USA",['intersection']
5300 S BROADWAY,39.6197254,-104.9872152,geocoding,NO,ROOFTOP,"5300 S Broadway, Englewood, CO 80113, USA",premise
"VICTORY BL and PLATT AV, Los Angeles",34.1866424,-118.6427898,geocoding,NO,GEOMETRIC_CENTER,"Victory Blvd & Platt Ave, Los Angeles, CA 91307, USA",['intersection']
"HASKELL and SHERMAN WY, Los Angeles",34.2011218,-118.4749376,geocoding,NO,GEOMETRIC_CENTER,"Haskell Ave & Sherman Way, Los Angeles, CA 91406, USA",intersection
100 S MATHEWS ST,34.0427477,-118.2087115,geocoding,NO,RANGE_INTERPOLATED,"100 S Mathews St, Los Angeles, CA 90033, USA",['street_address']
"PURDUE AV and TENNESSEE, Los Angeles",34.0355696,-118.4419109,geocoding,NO,GEOMETRIC_CENTER,"Purdue Ave & Tennessee Ave, Los Angeles, CA 90064, USA",intersection
"6TH ST and SPRING ST, Los Angeles",34.045967,-118.2509771,geocoding,NO,GEOMETRIC_CENTER,"W 6th St & S Spring St, Los Angeles, CA 90013, USA",['intersection']
2300 E 7TH ST,34.0345025,-118.2228323,geocoding,NO,RANGE_INTERPOLATED,"2300 E 7th St, Los Angeles, CA 90023, USA",['street_address']
"PICO BL and WESTWOOD BL, Los Angeles",34.0401052,-118.4285106,geocoding,NO,GEOMETRIC_CENTER,"Westwood Blvd & W Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
"MAPLE AV and 23RD ST, Los Angeles",34.0258648,-118.2639312,geocoding,NO,GEOMETRIC_CENTER,"Maple Ave & E 23rd St, Los Angeles, CA 90011, USA",['intersection']
"OCEAN FRONT WK and CLUB HOUSE, Los Angeles",33.98899,-118.4755054,geocoding,NO,GEOMETRIC_CENTER,"Clubhouse Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"GRAND and 92ND ST, Los Angeles",33.9533296,-118.2520539,geocoding,YES,GEOMETRIC_CENTER,"E 92nd St, Los Angeles, CA, USA",route
"PICO and PONTIUS, Los Angeles",34.0364881,-118.4361212,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Pontius Ave, Los Angeles, CA 90064, USA",['intersection']
2600 W PICO BL,34.0470182,-118.2949244,geocoding,NO,ROOFTOP,"2600 W Pico Blvd, Los Angeles, CA 90006, USA",['premise']
"CONVOY and PACIFIC, Los Angeles",33.9582442,-118.4505495,geocoding,NO,GEOMETRIC_CENTER,"Convoy St & Pacific Ave, Los Angeles, CA 90293, USA",intersection
2300 RAYMOND AV,42.7465961,-88.0186137,geocoding,NO,ROOFTOP,"2300 Raymond Ave, Franksville, WI 53126, USA",premise
"HAYNES and SEPULVEDA, Los Angeles",34.188474,-118.466435,geocoding,NO,GEOMETRIC_CENTER,"Haynes St & N Sepulveda Blvd, Los Angeles, CA 91411, USA",intersection
"ORION and ROSCOE, Los Angeles",34.2213858,-118.4721208,geocoding,NO,GEOMETRIC_CENTER,"Orion Ave & Roscoe Blvd, Los Angeles, CA 91406, USA",intersection
"WILSHIRE BL and PARK VIEW ST, Los Angeles",34.0596996,-118.2795048,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Park View St, Los Angeles, CA 90057, USA",['intersection']
"CORNING and GARTH, Los Angeles",34.0370847,-118.3809773,geocoding,NO,GEOMETRIC_CENTER,"S Corning St & S Garth Ave, Los Angeles, CA 90034, USA",intersection
"GRANVILLE and LA GRANGE, Los Angeles",34.0359176,-118.4521953,geocoding,NO,GEOMETRIC_CENTER,"La Grange Ave & Granville Ave, Los Angeles, CA 90025, USA",['intersection']
23000 VENTURA BL,34.1645426,-118.6266613,geocoding,NO,GEOMETRIC_CENTER,"23000 Ventura Blvd, Woodland Hills, CA 91364, USA",['premise']
"CRENSHAW BL and ADAMS BL, Los Angeles",34.0325877,-118.3350265,geocoding,NO,GEOMETRIC_CENTER,"Crenshaw Blvd & W Adams Blvd, Los Angeles, CA 90018, USA",['intersection']
"5TH ST and SAN PEDRO, Los Angeles",34.0442095,-118.243885,geocoding,NO,GEOMETRIC_CENTER,"5th St & San Pedro St, Los Angeles, CA 90013, USA",intersection
"7TH ST and VERMONT AV, Los Angeles",34.0597765,-118.2916566,geocoding,NO,GEOMETRIC_CENTER,"Vermont Ave & 7th St, Los Angeles, CA 90010, USA",['intersection']
"SLAUSON and BUDLONG, Los Angeles",33.9891332,-118.2958561,geocoding,NO,GEOMETRIC_CENTER,"Slauson Ave & Budlong Ave, Los Angeles, CA 90044, USA",['intersection']
"KLUMP AV and BURBANK BL, Los Angeles",34.1721619,-118.3752152,geocoding,NO,GEOMETRIC_CENTER,"Burbank Blvd & Klump Ave, Los Angeles, CA 91601, USA",['intersection']
"COLDEN and FIGUEROA, Los Angeles",33.9491738,-118.2827043,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W Colden Ave, Los Angeles, CA 90044, USA",['intersection']
"VALLEY CIRCLE BL and GERMAIN ST, Los Angeles",34.2626047,-118.6104766,geocoding,NO,GEOMETRIC_CENTER,"Germain St & Valley Circle Blvd, Los Angeles, CA 91311, USA",['intersection']
"5TH and BROADWAY, Los Angeles",33.7729055,-118.1843596,geocoding,NO,GEOMETRIC_CENTER,"E 5th St & Broadway Ct, Long Beach, CA 90802, USA",intersection
"HILL and OLYMPIC, Los Angeles",34.04163,-118.258217,geocoding,NO,GEOMETRIC_CENTER,"Olympic / Hill, Los Angeles, CA 90015, USA","['establishment', 'point_of_interest', 'transit_station']"
"VASSAR AV and CALIFA ST, Los Angeles",34.1772293,-118.6044339,geocoding,NO,GEOMETRIC_CENTER,"Vassar Ave & Califa St, Los Angeles, CA 91367, USA",['intersection']
"AVALON BL and VERNON AV, Los Angeles",34.0038863,-118.2652488,geocoding,NO,GEOMETRIC_CENTER,"E Vernon Ave & Avalon Blvd, Los Angeles, CA 90011, USA",['intersection']
"OAKWOOD and HAYWORTH, Los Angeles",34.0782079,-118.3626624,geocoding,NO,GEOMETRIC_CENTER,"Oakwood Ave & N Hayworth Ave, Los Angeles, CA 90048, USA",intersection
"GLENOAKS BL and SUNLAND BL, Los Angeles",34.2299906,-118.3665489,geocoding,NO,GEOMETRIC_CENTER,"Sunland Blvd & Glenoaks Blvd, Los Angeles, CA 91352, USA",['intersection']
7500 LANKERSHIM BL,34.2069906,-118.3873729,geocoding,NO,ROOFTOP,"7500 Lankershim Blvd, North Hollywood, CA 91605, USA",['premise']
4200 NORMAL AV,0,0,geocoding,YES,0,0,0
"HOMEWOOD and VINE, Los Angeles",34.0952761,-118.3266697,geocoding,NO,GEOMETRIC_CENTER,"Homewood Ave & Vine St, Los Angeles, CA 90028, USA",intersection
2600 S BENTLEY AV,34.033415,-118.4316313,geocoding,NO,RANGE_INTERPOLATED,"2600 S Bentley Ave, Los Angeles, CA 90064, USA",['street_address']
"PACIFIC AV and VENICE BL, Los Angeles",33.9845035,-118.4696793,geocoding,NO,GEOMETRIC_CENTER,"S Venice Blvd & Pacific Ave, Los Angeles, CA 90291, USA",['intersection']
1600 EASTLAKE AV,34.0644736,-118.205893,geocoding,NO,ROOFTOP,"1600 Eastlake Ave, Los Angeles, CA 90033, USA",['street_address']
"CENTRAL and 12TH, Los Angeles",34.0301895,-118.2452558,geocoding,NO,GEOMETRIC_CENTER,"S Central Ave & E 12th St, Los Angeles, CA 90021, USA",intersection
200 WORLD WAY,33.9453815,-118.4033536,geocoding,NO,ROOFTOP,"200 World Way, Los Angeles, CA 90045, USA",['street_address']
"9TH ST and PALOS VERDES, Los Angeles",33.7360203,-118.2813915,geocoding,NO,GEOMETRIC_CENTER,"S Palos Verdes St & W 9th St, Los Angeles, CA 90731, USA",['intersection']
"HORIZON and MAIN, Los Angeles",33.9893709,-118.4721079,geocoding,NO,GEOMETRIC_CENTER,"Horizon Ave & Main St, Los Angeles, CA 90291, USA",intersection
"103RD ST and FIGUEROA, Los Angeles",33.9430736,-118.2826284,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 103rd St, Los Angeles, CA 90044, USA",['intersection']
8100 LANGDON AV,34.218053,-118.4690195,geocoding,NO,RANGE_INTERPOLATED,"8100 Langdon Ave, Van Nuys, CA 91406, USA",['street_address']
21800 OXNARD ST,34.1785764,-118.6028217,geocoding,NO,ROOFTOP,"21800 W Oxnard St, Woodland Hills, CA 91367, USA",['premise']
"ROBERTSON BL and PICO BL, Los Angeles",34.0547902,-118.3837371,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Robertson Blvd, Los Angeles, CA 90035, USA",['intersection']
"SAN MARINO ST and HOOVER ST, Los Angeles",34.0547111,-118.2842435,geocoding,NO,GEOMETRIC_CENTER,"Hoover St & San Marino St, Los Angeles, CA 90006, USA",['intersection']
"OCEAN FRONT WK and WAVE CREST, Los Angeles",33.9895206,-118.4759728,geocoding,NO,GEOMETRIC_CENTER,"Ocean Front Walk & Wavecrest Ave, Los Angeles, CA 90291, USA",['intersection']
19300 LONDELIUS ST,34.2298162,-118.5537244,geocoding,NO,ROOFTOP,"19300 Londelius St, Northridge, CA 91324, USA",['street_address']
"PICO BL and CORINTH, Los Angeles",34.0347022,-118.4397123,geocoding,NO,GEOMETRIC_CENTER,"Corinth Ave & Pico Blvd, Los Angeles, CA 90064, USA",['intersection']
"WILSHIRE and WESTLAKE, Los Angeles",34.0573874,-118.274705,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Westlake Ave, Los Angeles, CA 90057, USA",['intersection']
"NAVY ST and OCEAN FRONT WK, Los Angeles",33.9958068,-118.4815211,geocoding,NO,GEOMETRIC_CENTER,"Navy St & Ocean Front Walk, Los Angeles, CA 90405, USA",['intersection']
600 W 54TH ST,40.7686412,-73.9934724,geocoding,NO,RANGE_INTERPOLATED,"600 W 54th St, New York, NY 10019, USA",['street_address']
"VENTURA BL and LAUREL CANYON BL, Los Angeles",34.1435781,-118.3952675,geocoding,NO,GEOMETRIC_CENTER,"Ventura Blvd & Laurel Canyon Blvd, Los Angeles, CA 91604, USA",['intersection']
7300 MEDICAL CENTER DR,34.20296,-118.629088,geocoding,NO,ROOFTOP,"7300 Medical Center Dr, West Hills, CA 91307, USA",['street_address']
6600 TOPANGA CANYON BL,34.1888906,-118.6041498,geocoding,NO,ROOFTOP,"6600 CA-27, Canoga Park, CA 91303, USA",['street_address']
"SEPULVEDA BL and BURBANK BL, Los Angeles",34.1721199,-118.4661853,geocoding,NO,GEOMETRIC_CENTER,"Burbank Blvd & Sepulveda Blvd, Los Angeles, CA 91411, USA",['intersection']
"WESTMINSTER AV and OCEAN FRONT WK, Los Angeles",33.9884821,-118.4750567,geocoding,NO,GEOMETRIC_CENTER,"Westminster Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"109TH ST and AVALON BL, Los Angeles",33.9372796,-118.2651762,geocoding,NO,GEOMETRIC_CENTER,"E 109th St & Avalon Blvd, Los Angeles, CA 90061, USA",['intersection']
"WESTERN AV and MARATHON ST, Los Angeles",34.0845001,-118.3091521,geocoding,NO,GEOMETRIC_CENTER,"Marathon St & N Western Ave, Los Angeles, CA 90038, USA",['intersection']
"10TH ST and MEYLER ST, Los Angeles",33.7351686,-118.29678,geocoding,NO,GEOMETRIC_CENTER,"S Meyler St & W 10th St, Los Angeles, CA 90731, USA",['intersection']
5200 N SEPULVEDA BL,33.9017427,-118.3955363,geocoding,NO,RANGE_INTERPOLATED,"5200 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",['street_address']
"FIGUEROA and 93RD ST, Los Angeles",33.9519234,-118.2827117,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 93rd St, Los Angeles, CA 90044, USA",['intersection']
00 MARKET ST,0,0,geocoding,YES,0,0,0
"VERMONT and PICO, Los Angeles",34.0472702,-118.2916209,geocoding,NO,GEOMETRIC_CENTER,"W Pico Blvd & Vermont Ave, Los Angeles, CA 90006, USA",['intersection']
"GUTHRIE and PREUSS, Los Angeles",34.0420486,-118.3860655,geocoding,NO,GEOMETRIC_CENTER,"Guthrie Ave & Preuss Rd, Los Angeles, CA 90034, USA",intersection
"HOLLYWOOD BL and MCCADDEN, Los Angeles",34.1015637,-118.3369984,geocoding,NO,GEOMETRIC_CENTER,"Hollywood Blvd & N McCadden Pl, Los Angeles, CA 90028, USA",['intersection']
"SPRING ST and 5TH ST, Los Angeles",34.0473921,-118.2496401,geocoding,NO,GEOMETRIC_CENTER,"S Spring St & 5th St, Los Angeles, CA 90013, USA",['intersection']
"VANOWEN ST and VINELAND AV, Los Angeles",34.1939518,-118.3703321,geocoding,NO,GEOMETRIC_CENTER,"Vanowen St & Vineland Ave, Los Angeles, CA 91605, USA",['intersection']
"NAUD and SOTELLO, Los Angeles",34.0667976,-118.2301339,geocoding,NO,GEOMETRIC_CENTER,"Sotello St & Naud St, Los Angeles, CA 90012, USA",['intersection']
"DE GARMO ST and ARARAT ST, Los Angeles",34.3150309,-118.4627365,geocoding,NO,GEOMETRIC_CENTER,"De Garmo Ave & Ararat St, Los Angeles, CA 91342, USA",['intersection']
"LANKERSHIM BL and SHERMAN WY, Los Angeles",34.2012053,-118.3877992,geocoding,NO,GEOMETRIC_CENTER,"Lankershim Blvd & Sherman Way, Los Angeles, CA 91605, USA",['intersection']
"NORMAL AV and VIRGIL AV, Los Angeles",34.0866545,-118.286892,geocoding,NO,GEOMETRIC_CENTER,"Normal Ave & N Virgil Ave, Los Angeles, CA 90029, USA",['intersection']
"GRANVILLE and EXPOSITION, Los Angeles",34.0149382,-118.2861984,geocoding,NO,ROOFTOP,"Exposition Park, 700 Exposition Park Dr, Los Angeles, CA 90037, USA","['establishment', 'park', 'point_of_interest']"
8500 BEVERLYWOOD ST,34.0356873,-118.378015,geocoding,NO,RANGE_INTERPOLATED,"8500 Beverlywood St, Los Angeles, CA 90034, USA",['street_address']
"DEVONSHIRE ST and PETIT AV, Los Angeles",34.2574987,-118.4980001,geocoding,NO,GEOMETRIC_CENTER,"Petit Ave & Devonshire St, Los Angeles, CA 91344, USA",['intersection']
3700 EUREKA DR,25.5995108,-80.3159989,geocoding,NO,RANGE_INTERPOLATED,"3700 Eureka Dr, Cutler Bay, FL 33157, USA",['street_address']
300 CULVER BL,33.9596573,-118.4471672,geocoding,NO,RANGE_INTERPOLATED,"300 Culver Blvd, Playa Del Rey, CA 90293, USA",['street_address']
5400 COMPTON AV,0,0,geocoding,YES,0,0,0
"COMMONWEALTH and TEMPLE, Los Angeles",34.0767241,-118.2856117,geocoding,NO,GEOMETRIC_CENTER,"N Commonwealth Ave & W Temple St, Los Angeles, CA 90004, USA",intersection
"4TH and PACIFIC, Los Angeles",33.7405766,-118.2879165,geocoding,NO,GEOMETRIC_CENTER,"W 4th St & S Pacific Ave, Los Angeles, CA 90731, USA",intersection
"GARTH AV and BEVERLYWOOD ST, Los Angeles",34.0361551,-118.380558,geocoding,NO,GEOMETRIC_CENTER,"Beverlywood St & S Garth Ave, Los Angeles, CA 90034, USA",['intersection']
800 S ALVARADO ST,34.054505,-118.2774434,geocoding,NO,ROOFTOP,"800 S Alvarado St, Los Angeles, CA 90057, USA",['subpremise']
"OLYMPIC BL and PONTIUS AV, Los Angeles",34.0398496,-118.4385184,geocoding,NO,GEOMETRIC_CENTER,"Pontius Ave & Olympic Blvd, Los Angeles, CA 90025, USA",['intersection']
"SUNSET AV and OCEAN FRONT, Los Angeles",33.9926003,-118.4786785,geocoding,NO,GEOMETRIC_CENTER,"Sunset Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
"BROADWAY and 83RD ST, Los Angeles",33.9641724,-118.2783117,geocoding,NO,GEOMETRIC_CENTER,"S Broadway & W 83rd St, Los Angeles, CA 90003, USA",intersection
6200 VAN NUYS BL,34.183231,-118.4479092,geocoding,NO,ROOFTOP,"6200 Van Nuys Blvd, Van Nuys, CA 91401, USA",['street_address']
400 E 5TH ST,30.2661417,-97.7396743,geocoding,NO,RANGE_INTERPOLATED,"400 E 5th St., Austin, TX 78701, USA",['street_address']
"WESTERN and ELMWOOD, Los Angeles",34.078478,-118.309236,geocoding,NO,GEOMETRIC_CENTER,"Western & Elmwood (Southbound), Los Angeles, CA 90004, USA","['bus_station', 'establishment', 'point_of_interest', 'transit_station']"
"WILSHIRE BL and BARRY, Los Angeles",34.050105,-118.4600997,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & Barry Ave, Los Angeles, CA 90025, USA",intersection
"WHITTIER BL and FICKETT ST, Los Angeles",34.0332657,-118.2132022,geocoding,NO,GEOMETRIC_CENTER,"Whittier Blvd & S Fickett St, Los Angeles, CA 90023, USA",['intersection']
"SALE and BASSETT, Los Angeles",34.1953714,-118.618557,geocoding,NO,GEOMETRIC_CENTER,"Sale Ave & Bassett St, Los Angeles, CA 91307, USA",intersection
"TOBIAS and CHASE, Los Angeles",34.2247616,-118.4516632,geocoding,NO,GEOMETRIC_CENTER,"Tobias Ave & Chase St, Los Angeles, CA 91402, USA",intersection
"PACIFIC AV and WASHINGTON BL, Los Angeles",33.979743,-118.4656661,geocoding,NO,GEOMETRIC_CENTER,"Washington Blvd & Pacific Ave, Los Angeles, CA 90291, USA",['intersection']
"7TH and LOS ANGELES ST, Los Angeles",34.043268,-118.2504331,geocoding,NO,GEOMETRIC_CENTER,"7th St & Los Angeles St, Los Angeles, CA 90014, USA",['intersection']
"WILSHIRE and ALVARADO BL, Los Angeles",34.0579283,-118.2759085,geocoding,NO,GEOMETRIC_CENTER,"Wilshire Blvd & S Alvarado St, Los Angeles, CA 90057, USA",['intersection']
1100 LEMOYNE ST,34.0756939,-118.2605398,geocoding,NO,RANGE_INTERPOLATED,"1100 Lemoyne St, Los Angeles, CA 90026, USA",['street_address']
1100 N VERMONT AV,34.0912202,-118.2913512,geocoding,NO,ROOFTOP,"1100 N Vermont Ave, Los Angeles, CA 90029, USA",['premise']
"SEPULVEDA BL and LA MAIDA ST, Los Angeles",34.1585151,-118.4661788,geocoding,NO,GEOMETRIC_CENTER,"La Maida St & Sepulveda Blvd, Los Angeles, CA 91403, USA",['intersection']
"DEVONSHIRE ST and BALBOA AV, Los Angeles",34.2575296,-118.5023526,geocoding,NO,GEOMETRIC_CENTER,"Devonshire St & N Balboa Blvd, Los Angeles, CA 91344, USA",['intersection']
"SANTA MONICA BL and BUNDY AV, Los Angeles",34.0405651,-118.463341,geocoding,NO,GEOMETRIC_CENTER,"Bundy Dr & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
3000 W OLYMPIC BL,34.0523386,-118.3003027,geocoding,NO,ROOFTOP,"3000 W Olympic Blvd, Los Angeles, CA 90006, USA",['premise']
"KEARNEY AV and MYERS, Los Angeles",-34.7769883,-34.7769883,geocoding,NO,GEOMETRIC_CENTER,"Avenida Uruguay & Los Angeles, 15100 Neptunia, Departamento de Canelones, Uruguay",intersection
6200 HOLLYWOOD BL,34.100957,-118.324512,geocoding,NO,ROOFTOP,"6200 Hollywood Blvd, Los Angeles, CA 90028, USA",['street_address']
"7TH and KOHLER, Los Angeles",34.0376818,-118.2424742,geocoding,NO,GEOMETRIC_CENTER,"Kohler St & 7th St, Los Angeles, CA 90021, USA",['intersection']
"81ST ST and FIGUEROA ST, Los Angeles",33.965541,-118.282718,geocoding,NO,GEOMETRIC_CENTER,"S Figueroa St & W 81st St, Los Angeles, CA 90044, USA",['intersection']
"HOPE and OLYMPIC, Los Angeles",34.04417,-118.26117,geocoding,NO,GEOMETRIC_CENTER,"Los Angeles, CA 90015, USA","['establishment', 'point_of_interest']"
"WHITSETT and VOSE, Los Angeles",34.198467,-118.4052658,geocoding,NO,GEOMETRIC_CENTER,"Vose St & Whitsett Ave, Los Angeles, CA 91605, USA",['intersection']
"ASCOT AV and 43RD ST, Los Angeles",34.0055962,-118.2498046,geocoding,NO,GEOMETRIC_CENTER,"E 43rd St & Ascot Ave, Los Angeles, CA 90011, USA",['intersection']
"OCEAN FRONT WK and THORNTON AV, Los Angeles",33.9919221,-118.4780836,geocoding,NO,GEOMETRIC_CENTER,"Thornton Ave & Ocean Front Walk, Los Angeles, CA 90291, USA",['intersection']
13500 PAXTON ST,40.260881,-76.7321158,geocoding,NO,RANGE_INTERPOLATED,"13500 Paxton St, Harrisburg, PA 17111, USA",['street_address']
"SANTA MONICA and BROCKTON AV, Los Angeles",34.0414514,-118.4612871,geocoding,NO,GEOMETRIC_CENTER,"Brockton Ave & Santa Monica Blvd, Los Angeles, CA 90025, USA",['intersection']
