arrest_type_code,charge,charge_description,charge_group_code,count,HRW_charge,perc_change_group
F,455PC,ATTEMPT/AID TO BURN STRUCTURE/FOREST/PROP,Miscellaneous Other Violations,20,Arson,Property charge
M,451962A LAM,NA,NA,3,Arson,Property charge
F,451.5(A)PC,AGGRAVATED ARSON,NA,2,Arson,Property charge
F,451PC,ARSON,Miscellaneous Other Violations,2,Arson,Property charge
F,454(A)(1)PC,ARSON/UNLAWFU CAUSE FIRE DUR INSURRECTN,Miscellaneous Other Violations,1,Arson,Property charge
F,454(A)(2)PC,ARSON/UNLAWFU CAUSE FIRE DURING EMERGENCY,Miscellaneous Other Violations,1,Arson,Property charge
F,459PC,BURGLARY,Burglary,3708,Burglary,Property charge
M,466PC,POSSESSION BURGLARY TOOLS,Miscellaneous Other Violations,332,Burglary,Property charge
F,A459PC,ATTEMPT - BURGLARY,Burglary,258,Burglary,Property charge
F,459PCCOM,COMMERCIAL BURGLARY,Burglary,128,Burglary,Property charge
M,459PC,BURGLARY,Burglary,77,Burglary,Property charge
F,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,Burglary,51,Burglary,Property charge
F,A459PCCOM,ATTEMPT COMMERCIAL BURGLARY,Burglary,10,Burglary,Property charge
M,469PC,MAKE/USE/POSSESS/DUPLICATE PUBLIC BLD KEY,Miscellaneous Other Violations,6,Burglary,Property charge
F,460(B)PC,BURGLARY:SECOND DEGREE,Burglary,4,Burglary,Property charge
M,A459PC,ATTEMPT - BURGLARY,Burglary,4,Burglary,Property charge
F,459PC602WIC,NA,NA,3,Burglary,Property charge
F,459PCSDG,BURGLARY:SECOND DEGREE,Burglary,1,Burglary,Property charge
M,460(B)PC,BURGLARY:SECOND DEGREE,Burglary,1,Burglary,Property charge
M,484(A)PC,GRAND THEFT (OVER $400),Larceny,909,Larceny,Property charge
F,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,Larceny,839,Larceny,Property charge
F,459PCAUTO,BURGLARY FROM VEHICLE,Larceny,227,Larceny,Property charge
M,484PC,THEFT FROM VEHICLE,Larceny,148,Larceny,Property charge
F,487(C)PC,GRAND THEFT PERSON,Larceny,117,Larceny,Property charge
M,487(A)PC,GRAND THEFT MONEY/PROPERTY > $950,Larceny,85,Larceny,Property charge
F,A487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,Larceny,33,Larceny,Property charge
F,A459PCAUTO,ATTEMPT BURGLARY FROM VEHICLE,Larceny,26,Larceny,Property charge
F,368(E)PC,ELDER/DEPENDENT ADULT THEFT: BY CARETAKER,Larceny,19,Larceny,Property charge
M,487(B)(3)PC,GRAND THEFT $/LABOR FROM EMPLOYER > $400,Larceny,10,Larceny,Property charge
F,487(D)(2)PC,GRAND THEFT FIREARM,Larceny,9,Larceny,Property charge
M,484PCTFMV,THEFT FROM VEHICLE,Larceny,8,Larceny,Property charge
M,487(C)PC,GRAND THEFT PERSON,Larceny,8,Larceny,Property charge
F,487BPC,CONVERT REAL PROPERTY > $100,Larceny,7,Larceny,Property charge
M,487FPC,PETTY THEFT DOG W/LESS THAN $400 VALUE,Larceny,6,Larceny,Property charge
F,A487(C)PC,ATTEMPT GRAND THEFT PERSON,Larceny,6,Larceny,Property charge
F,487JPC,GRAND THEFT OF COPPER,Larceny,5,Larceny,Property charge
F,368(D)PC,THEFT OF ELDER/DEPENDENT ADULT OVER $400,Larceny,4,Larceny,Property charge
M,487JPC,GRAND THEFT OF COPPER,Larceny,4,Larceny,Property charge
M,368(D)PC,THEFT: ELDER/DEPENDENT ADLT - UNDER $400,Larceny,3,Larceny,Property charge
F,463(B)PC,GRAND THEFT DURING EARTHQUAKE/ETC,Larceny,3,Larceny,Property charge
F,484(A)PC,GRAND THEFT (OVER $400),NA,3,Larceny,Property charge
F,A487(B)1APC,ATTEMPT GRAND THEFT,Larceny,3,Larceny,Property charge
M,368(E)PC,THEFT OR ELDER/DEPENDENT ADULT BY CARETKR,Larceny,2,Larceny,Property charge
M,484(A)PCSHP,SHOPLIFT,Larceny,2,Larceny,Property charge
M,487(A)(B)PC,NA,NA,2,Larceny,Property charge
F,487(B)(3)PC,GRAND THEFT $/LABOR FROM EMPLOYER > $950,Larceny,2,Larceny,Property charge
M,487APC,NA,NA,2,Larceny,Property charge
F,487DPC,GRAND THEFT GOLD DUST/QUICKSILVER/ETC,Larceny,2,Larceny,Property charge
M,487GPC,STEAL ANY ANIMAL FOR MED/COMMERCIAL USE,Larceny,2,Larceny,Property charge
M,488 PC,NA,NA,2,Larceny,Property charge
F,496CPC,COPY/ETC REALTY TITLE FR PRIV RECORD>$400,Larceny,2,Larceny,Property charge
F,67.5(B)PC,BRIBE PO AMOUNTING TO GRAND THEFT,Larceny,2,Larceny,Property charge
M,A484PC,ATTEMPT PETTY THEFT,Larceny,2,Larceny,Property charge
F,368(C)PC,THEFT FROM ELDER/DEPENDENT ADULT $400+,Larceny,1,Larceny,Property charge
M,463(C)PC,PETTY THEFT DURING EARTHQUAKE/ETC,Larceny,1,Larceny,Property charge
F,484(B)PC,THEFT BY NON-RETURN OF RENTAL PROPERTY,Larceny,1,Larceny,Property charge
F,484CPC,EMBEZZLEMENT OF CONSTRUCTION FUNDS,Larceny,1,Larceny,Property charge
F,484PC,THEFT FROM VEHICLE,Larceny,1,Larceny,Property charge
F,484PCTFMV,THEFT FROM VEHICLE,Larceny,1,Larceny,Property charge
M,487.1PC,GRAND THEFT PROPERTY,Larceny,1,Larceny,Property charge
F,487(A)PC602,NA,NA,1,Larceny,Property charge
F,487(B)(2)PC,GRAND THEFT:FISH/SHELLFISH/ETC $250 OR MOR,Larceny,1,Larceny,Property charge
M,487(B)PC,NA,NA,1,Larceny,Property charge
F,487A(B)PC,GRAND THEFT CARCASS PORTION,Larceny,1,Larceny,Property charge
F,487B1APC,GRAND THEFT FARM CROPS > $100 VALUE,Larceny,1,Larceny,Property charge
F,487EPC,GRAND THEFT DOG W/$400 OR MORE VALUE,Larceny,1,Larceny,Property charge
M,487EPC,GRAND THEFT DOG W/$400 OR MORE VALUE,Larceny,1,Larceny,Property charge
F,487PC,NA,NA,1,Larceny,Property charge
M,499B(A)PC,TAKE A BICYCLE WITHOUT OWNERS PERMISSION,Larceny,1,Larceny,Property charge
M,A484(A)PC,ATTEMPT - PETTY THEFT,Larceny,1,Larceny,Property charge
M,A485PC,ATTEMPT -THEFT: APPROPRIATE LOST PROPERTY,Larceny,1,Larceny,Property charge
M,A487(A)PC,GRAND THEFT PROPERTY,Larceny,1,Larceny,Property charge
M,A487(C)PC,ATTEMPT GRAND THEFT PERSON,Larceny,1,Larceny,Property charge
F,A487PC,ATTEMPT GRAND THEFT BY THREAT,Larceny,1,Larceny,Property charge
F,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,Receive Stolen Property,408,Receive Stolen Property,Property charge
M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,Receive Stolen Property,181,Receive Stolen Property,Property charge
F,496(D)PC,ATTEMPT RECEIVING STOLEN PROPERTY>$400,Receive Stolen Property,61,Receive Stolen Property,Property charge
F,496DPC,"RECEIVE STOLEN VEH/TRAILER/VESSEL, ETC",Receive Stolen Property,35,Receive Stolen Property,Property charge
F,496D(A)PC,POSS STOLEN VEH/VES/ETC,Receive Stolen Property,32,Receive Stolen Property,Property charge
F,10801VC,OWN/OPERATE A 'CHOP SHOP',Receive Stolen Property,30,Receive Stolen Property,Property charge
M,496(D)PC,ATTEMPT RECEIVING STOLEN PROPERTY<$400,Receive Stolen Property,8,Receive Stolen Property,Property charge
M,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,Receive Stolen Property,8,Receive Stolen Property,Property charge
F,496A(A)PC,JUNK DEALER RECEIVING WIRE/METAL,Miscellaneous Other Violations,2,Receive Stolen Property,Property charge
M,496APC,NA,NA,2,Receive Stolen Property,Property charge
M,496D(A)PC,POSS STOLEN VEH/VES/ETC,Receive Stolen Property,2,Receive Stolen Property,Property charge
F,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,NA,2,Receive Stolen Property,Property charge
M,A496(A)PC,ATTEMPT RECEIVE STOLEN PROPERTY >$950,Receive Stolen Property,2,Receive Stolen Property,Property charge
F,496(A)PRPC,RECEIVE STOLEN PROP NOT > $950 SP/CON,Receive Stolen Property,1,Receive Stolen Property,Property charge
F,496(B)PC,DEALER NOT DETERMINING OWNERSHIP,Miscellaneous Other Violations,1,Receive Stolen Property,Property charge
M,496(B)PC,DEALER NOT DETERMINING OWNERSHIP,Miscellaneous Other Violations,1,Receive Stolen Property,Property charge
M,496DPC,"RECEIVE STOLEN VEH/TRAILER/VESSEL, ETC",Receive Stolen Property,1,Receive Stolen Property,Property charge
I,496PC,NA,Receive Stolen Property,1,Receive Stolen Property,Property charge
F,497PC,BRING STOLEN PROPERTY INTO STATE,Receive Stolen Property,1,Receive Stolen Property,Property charge
F,459PCRES,RESIDENTIAL BURGLARY,Burglary,213,Residential burglary,Property charge
F,A459PCRES,ATTEMPT RESIDENTIAL BURGLARY,Burglary,30,Residential burglary,Property charge
F,460(A)PC,BURGLARY:FIRST DEGREE,Burglary,3,Residential burglary,Property charge
F,459PCFDG,BURGLARY:FIRST DEGREE,Burglary,2,Residential burglary,Property charge
F,A460.1PC,ATTEMPT - BURGLARY 1ST DEGREE,Burglary,2,Residential burglary,Property charge
M,459.5PC,SHOPLIFTING,Larceny,2691,Shoplifting/Petty theft,Property charge
M,490.2PC,PETTY THEFT,Larceny,502,Shoplifting/Petty theft,Property charge
M,488PC,PETTY THEFT,Larceny,453,Shoplifting/Petty theft,Property charge
M,490.1(A)PC,PETTY THEFT LESS THAN $50,Larceny,257,Shoplifting/Petty theft,Property charge
M,490.1PC,PETTY THEFT UNDER $50.00,Larceny,256,Shoplifting/Petty theft,Property charge
M,490PC,PETTY THEFT,Larceny,180,Shoplifting/Petty theft,Property charge
M,459.5(A)PC,SHOPLIFTING,Larceny,151,Shoplifting/Petty theft,Property charge
M,490.2(A)PC,NA,NA,42,Shoplifting/Petty theft,Property charge
F,666PC,PETTY THEFT W/SPECIFIED PRIOR CONVICTION,Larceny,37,Shoplifting/Petty theft,Property charge
M,459.5 PC,NA,NA,29,Shoplifting/Petty theft,Property charge
M,459.5,NA,NA,17,Shoplifting/Petty theft,Property charge
M,490.5PC,NA,NA,16,Shoplifting/Petty theft,Property charge
M,A490.5(A)PC,ATT -PETTY THEFT MERCHANDISE/LIBRARY BOOK,Larceny,11,Shoplifting/Petty theft,Property charge
M,490.5(A)PC,PETTY THEFT: RETAIL MERCHANDISE/LIBR BOOK,Larceny,10,Shoplifting/Petty theft,Property charge
M,459.5APC,NA,NA,9,Shoplifting/Petty theft,Property charge
M,459.5PC LAM,NA,NA,7,Shoplifting/Petty theft,Property charge
F,490.2PC,PETTY THEFT WITH SPECIFIED PRIOR CONVCTN,Larceny,7,Shoplifting/Petty theft,Property charge
M,490.4(A)1PC,ORG RETAIL THEFT INT/SELL,Larceny,7,Shoplifting/Petty theft,Property charge
F,459.5PC,SHOPLIFING AFTER A SPECIFIED PRIOR CONV,NA,6,Shoplifting/Petty theft,Property charge
M,A488PC,ATTEMPT PETTY THEFT,Larceny,6,Shoplifting/Petty theft,Property charge
M,459.5(PC),NA,NA,5,Shoplifting/Petty theft,Property charge
M,459.9PC,NA,NA,5,Shoplifting/Petty theft,Property charge
I,490.1(A)PC,PETTY THEFT LESS THAN $50 W/O PRIOR,NA,5,Shoplifting/Petty theft,Property charge
M,490.2APC,NA,NA,4,Shoplifting/Petty theft,Property charge
M,495.5PC,NA,NA,4,Shoplifting/Petty theft,Property charge
F,666(A)PC,PETTY THEFT WITH SPECIFIC PRIOR,Larceny,4,Shoplifting/Petty theft,Property charge
F,666(B)PC,PRIOR PETTY THEFT PC290 STRIKE,Larceny,4,Shoplifting/Petty theft,Property charge
M,666PC,PETTY THEFT W/SPECIFIED PRIOR CONVICTION,Larceny,4,Shoplifting/Petty theft,Property charge
I,459.5PC,NA,Larceny,3,Shoplifting/Petty theft,Property charge
M,4595PC,NA,NA,3,Shoplifting/Petty theft,Property charge
M,484(A)PCPTT,PETTY THEFT,Larceny,3,Shoplifting/Petty theft,Property charge
M,45935PC,NA,NA,2,Shoplifting/Petty theft,Property charge
F,490.4(A)1PC,ORG RETAIL THEFT INT/SELL ORG RETAIL,Larceny,2,Shoplifting/Petty theft,Property charge
M,490(A)PC,NA,NA,2,Shoplifting/Petty theft,Property charge
M,4902APC,NA,NA,2,Shoplifting/Petty theft,Property charge
M,666(A)PC,PETTY THEFT WITH SPECIFIC PRIOR,Larceny,2,Shoplifting/Petty theft,Property charge
M,459.5 (A) P,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.5 P.C.,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.5 RC,NA,NA,1,Shoplifting/Petty theft,Property charge
F,459.5(A)PC,SHOPLIFING AFTER A SPECIFIED PRIOR CONV,Larceny,1,Shoplifting/Petty theft,Property charge
M,459.5(A)PM,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.54PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.59A)PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.5A,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.5ALAMC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.5PL,NA,NA,1,Shoplifting/Petty theft,Property charge
M,459.9PC LAM,NA,NA,1,Shoplifting/Petty theft,Property charge
I,484(A)PC,PETTY THEFT:$50-,Larceny,1,Shoplifting/Petty theft,Property charge
M,484(A)PCPSN,THEFT OF PERSONAL PROPERTY,Larceny,1,Shoplifting/Petty theft,Property charge
M,484/490.2(A,NA,NA,1,Shoplifting/Petty theft,Property charge
M,490.2(A),NA,NA,1,Shoplifting/Petty theft,Property charge
M,490.2(A)LAM,NA,NA,1,Shoplifting/Petty theft,Property charge
M,490.2(PC),NA,NA,1,Shoplifting/Petty theft,Property charge
M,490.2A PC,NA,NA,1,Shoplifting/Petty theft,Property charge
F,490.4(A)3PC,ORG RETAIL THEFT: AGENT,Larceny,1,Shoplifting/Petty theft,Property charge
M,490.4(A)3PC,ORG RETAIL THEFT: AGENT,Larceny,1,Shoplifting/Petty theft,Property charge
M,490.4(A)PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,490.S PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,4901(A)PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,4902PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,49032(A)PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,490PC 602PC,NA,NA,1,Shoplifting/Petty theft,Property charge
M,495.5PC LAM,NA,NA,1,Shoplifting/Petty theft,Property charge
M,666(B)PC,PRIOR PETTY THEFT PC290 STRIKE,Larceny,1,Shoplifting/Petty theft,Property charge
M,67.5(A)PC,BRIBE PO AMOUNTING TO PETTY THEFT,Larceny,1,Shoplifting/Petty theft,Property charge
F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,Vehicle Theft,3195,Vehicle theft,Property charge
F,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,Vehicle Theft,1451,Vehicle theft,Property charge
F,10851(E)VC,TAKE VEH:NO CNSNT:SPEC PR,Vehicle Theft,233,Vehicle theft,Property charge
M,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,Vehicle Theft,184,Vehicle theft,Property charge
M,10852VC,TAMPER W/VEHICLE,Miscellaneous Other Violations,143,Vehicle theft,Property charge
F,A487(D)1PC,ATTEMPT GRAND THEFT AUTO,Vehicle Theft,108,Vehicle theft,Property charge
F,666.5(A)PC,VEHICLE THEFT W/PRIOR FELONY VC10851/GTA,Vehicle Theft,73,Vehicle theft,Property charge
F,666.5PC,VEHICLE THEFT W/PRIOI FELONY VC108851/GTA,Vehicle Theft,53,Vehicle theft,Property charge
F,487(D)PC,GRAND THEFT FIREARM/AUTO/ETC,Vehicle Theft,36,Vehicle theft,Property charge
F,10851(B)VC,TAKE MODIFIED DISABLE PERSON EMER VEH,Vehicle Theft,24,Vehicle theft,Property charge
M,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,Vehicle Theft,10,Vehicle theft,Property charge
F,10851VC,TAKE VEHICLE W/O OWNER'S CONSENT,Vehicle Theft,9,Vehicle theft,Property charge
F,A487(D)PC,ATTEMPT GRAND THEFT FIREARM/ETC,Vehicle Theft,9,Vehicle theft,Property charge
M,10853VC,MALICIOUS MISCHIEF TO VEHICLE,Miscellaneous Other Violations,7,Vehicle theft,Property charge
F,A10851(A)VC,ATTEMPT - TAKE VEHICLE W/O CONSENT,Vehicle Theft,7,Vehicle theft,Property charge
M,466.5(A)PC,POSSESS W/INTENT TO USE VEH MASTER KEY,Vehicle Theft,6,Vehicle theft,Property charge
M,10854VC,BAILEE TAMPER W/VEHICLE,Miscellaneous Other Violations,3,Vehicle theft,Property charge
F,487(D)PCGTA,GRAND THEFT AUTO,Vehicle Theft,3,Vehicle theft,Property charge
M,10851VC,TAKE VEHICLE W/O OWNER'S CONSENT,Vehicle Theft,2,Vehicle theft,Property charge
M,10852CVC,NA,NA,2,Vehicle theft,Property charge
F,487H(A)PC,GRAND THEFT VEHICLE/VESSEL/ETC,Vehicle Theft,2,Vehicle theft,Property charge
M,A487(D)PC,ATTEMPT GRAND THEFT FIREARM/ETC,Vehicle Theft,2,Vehicle theft,Property charge
M,10750(A)VC,ALTER/CHANGE VEHICLE ID NUMBER,Miscellaneous Other Violations,1,Vehicle theft,Property charge
M,10751(A)VC,BUY/SELL/POSSESS VEHICLE WITH ALTERED NUM,Miscellaneous Other Violations,1,Vehicle theft,Property charge
M,1085(A)VC,NA,NA,1,Vehicle theft,Property charge
M,10851(A)CVC,NA,NA,1,Vehicle theft,Property charge
F,10851(B)2VC,DRIVE/TAKE LAW ENF/FIRE VEH W/O CONSENT,Vehicle Theft,1,Vehicle theft,Property charge
F,10851VC.6PC,DRIVE/TAKE VEH W/O CONSENT AFTR PRIOR CON,Vehicle Theft,1,Vehicle theft,Property charge
M,10851VN,NA,NA,1,Vehicle theft,Property charge
M,10852 VC,NA,NA,1,Vehicle theft,Property charge
F,10852VC,TAMPER WITH VEHICLE,Miscellaneous Other Violations,1,Vehicle theft,Property charge
M,487(D)PC,GRAND THEFT FIREARM/AUTO/ETC,Vehicle Theft,1,Vehicle theft,Property charge
M,487HPC,GRAND THEFT VEHICLE/VESSEL/ETC,Vehicle Theft,1,Vehicle theft,Property charge
F,499(A)PC,AUTO THEFT W/SPECIFIC PRIOR,Vehicle Theft,1,Vehicle theft,Property charge
M,A487(D)1PC,ATTEMPT GRAND THEFT AUTO,Vehicle Theft,1,Vehicle theft,Property charge
F,A487H(A)PC,ATTEMPT GRAND THEFT VEHICLE/VESSEL/ETC,NA,1,Vehicle theft,Property charge
M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,NA,824,Alcohol/tobacco minor,Public order charge
M,25662(A)BP,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,NA,803,Alcohol/tobacco minor,Public order charge
M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,NA,410,Alcohol/tobacco minor,Public order charge
I,25662(A)BP,NA,Liquor Laws,366,Alcohol/tobacco minor,Public order charge
M,308(B)PC,MINOR BUY/ETC TOBACCO/ETC,NA,304,Alcohol/tobacco minor,Public order charge
M,25662BP,MINOR POSSESS ALCOHOL,NA,224,Alcohol/tobacco minor,Public order charge
M,25658BP,SELL/LET MINOR CONSUME ALCOHOL,Liquor Laws,183,Alcohol/tobacco minor,Public order charge
M,25658(A)B&P,NA,NA,160,Alcohol/tobacco minor,Public order charge
M,25661BP,MINOR POSSESS/USE FALSE EVIDENCE OF AGE,NA,82,Alcohol/tobacco minor,Public order charge
M,25658(B)BP,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,NA,67,Alcohol/tobacco minor,Public order charge
M,25658ABP,NA,NA,27,Alcohol/tobacco minor,Public order charge
M,25665BP,MINOR ENTER/REMAIN ON LIQUOR PREMISES,NA,27,Alcohol/tobacco minor,Public order charge
I,25658(A)BP,NA,Liquor Laws,22,Alcohol/tobacco minor,Public order charge
I,308(B)PC,MINOR PURCH/REC TOBACCO/TOB PARAPHERNALIA,Miscellaneous Other Violations,21,Alcohol/tobacco minor,Public order charge
M,25658(B)B&P,NA,NA,17,Alcohol/tobacco minor,Public order charge
M,25658(A),NA,NA,10,Alcohol/tobacco minor,Public order charge
I,25658(B)BP,NA,Liquor Laws,5,Alcohol/tobacco minor,Public order charge
M,25658AB&P,NA,NA,4,Alcohol/tobacco minor,Public order charge
I,308(A)PC,NA,Miscellaneous Other Violations,4,Alcohol/tobacco minor,Public order charge
M,23224(B)VC,MINOR IN POSS OF ALCOHOL BEVERAGE IN VEH,Liquor Laws,3,Alcohol/tobacco minor,Public order charge
I,25658(B)B&P,NA,NA,3,Alcohol/tobacco minor,Public order charge
M,308(B)LAMC,NA,NA,3,Alcohol/tobacco minor,Public order charge
M,25658 A B P,NA,NA,2,Alcohol/tobacco minor,Public order charge
M,25658 B&P,NA,NA,2,Alcohol/tobacco minor,Public order charge
M,25658.5BP,MINOR ATT PURCHASE ALCOHOLIC BEVERAGE,NA,2,Alcohol/tobacco minor,Public order charge
O,25658(A),NA,NA,2,Alcohol/tobacco minor,Public order charge
I,25658(A)B&P,NA,NA,2,Alcohol/tobacco minor,Public order charge
M,25658(B),NA,NA,2,Alcohol/tobacco minor,Public order charge
I,25658ABP,NA,NA,2,Alcohol/tobacco minor,Public order charge
M,25658APC,NA,NA,2,Alcohol/tobacco minor,Public order charge
I,25658B&P,NA,NA,2,Alcohol/tobacco minor,Public order charge
M,25658,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658 (A) B,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658 (B),NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(A)B&D,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(A)B&H,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(A)B+P,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(A)PB,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(C)B&P,NA,NA,1,Alcohol/tobacco minor,Public order charge
I,25658(C)BP,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(D)B&P,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(D)BP,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658(H)BP,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658B(B)BP,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658B&P,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658BBP,NA,NA,1,Alcohol/tobacco minor,Public order charge
F,25658BP,SELL/LET MINOR CONSUME ALCOHOL,Liquor Laws,1,Alcohol/tobacco minor,Public order charge
M,25658J(A)BP,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25658PC,NA,NA,1,Alcohol/tobacco minor,Public order charge
M,25663BP,MINOR EMPLOYED WHERE ALCOHOL IS SOLD,NA,1,Alcohol/tobacco minor,Public order charge
M,308(B),NA,NA,1,Alcohol/tobacco minor,Public order charge
M,308(B)(1)HS,NA,NA,1,Alcohol/tobacco minor,Public order charge
F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,Miscellaneous Other Violations,1424,Damage property,Public order charge
F,594(A)PC,VANDALISM,Miscellaneous Other Violations,637,Damage property,Public order charge
F,594(A)(1)PC,DEFACE PROPERTY,Miscellaneous Other Violations,625,Damage property,Public order charge
F,594(A)(2)PC,DAMAGE PROPERTY,Miscellaneous Other Violations,583,Damage property,Public order charge
M,594(A)PC,VANDALISM,Miscellaneous Other Violations,498,Damage property,Public order charge
F,594(A)(3)PC,DESTROY PROPERTY,Miscellaneous Other Violations,175,Damage property,Public order charge
M,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400/10000,NA,141,Damage property,Public order charge
M,594(B)2APC,DEFACE/DAMAGE PROPERTY <$400,Miscellaneous Other Violations,130,Damage property,Public order charge
M,594(A)(1)PC,DEFACE PROPERTY,Miscellaneous Other Violations,98,Damage property,Public order charge
M,594(A)(2)PC,DAMAGE PROPERTY,Miscellaneous Other Violations,59,Damage property,Public order charge
M,594PC,NA,NA,37,Damage property,Public order charge
F,594.3(B)PC,"VANDALISM PLACE WORSHP,REL/RACIAL REASON",Miscellaneous Other Violations,33,Damage property,Public order charge
M,594(B)(2)PC,"VANDALISM LOSS VALUE: > $5000/<$50,000",Miscellaneous Other Violations,21,Damage property,Public order charge
M,594(A)(3)PC,DESTROY PROPERTY,Miscellaneous Other Violations,13,Damage property,Public order charge
M,594(B)(2)(A,NA,NA,12,Damage property,Public order charge
M,594(B)2BPC,DEFACE/DAMAGE/ETC PROP<$400W/PREV CONV,Miscellaneous Other Violations,10,Damage property,Public order charge
M,594B2APC,NA,NA,10,Damage property,Public order charge
F,594.3(A)PC,VANDALISM OF PLACE OF WORSHIP,Miscellaneous Other Violations,7,Damage property,Public order charge
M,594(B)PC,NA,NA,7,Damage property,Public order charge
M,594(E)(1)PC,NA,NA,6,Damage property,Public order charge
M,594APC,NA,NA,6,Damage property,Public order charge
M,594.3(A)PC,VANDALISM OF PLACE OF WORSHIP,Miscellaneous Other Violations,5,Damage property,Public order charge
M,594(2)(A)PC,DEFACE/DAMAGE PERSONAL PROPERTY,Miscellaneous Other Violations,5,Damage property,Public order charge
F,594.7PC,ENHANCEMENT - VANDALISM W/PRIOR,Miscellaneous Other Violations,4,Damage property,Public order charge
F,594(B)(2)PC,"VANDALISM W/LOSS VALUED > $5000/<$50,000",Miscellaneous Other Violations,4,Damage property,Public order charge
M,594(B)2(A)P,NA,NA,3,Damage property,Public order charge
M,594(A)1PC,NA,NA,2,Damage property,Public order charge
M,594(E)(1)LA,NA,NA,2,Damage property,Public order charge
M,594(E)LAMC,NA,NA,2,Damage property,Public order charge
M,594B2A PC,NA,NA,2,Damage property,Public order charge
M,594BI,NA,NA,2,Damage property,Public order charge
M,594(A),NA,NA,1,Damage property,Public order charge
M,594(A)(1)(B,NA,NA,1,Damage property,Public order charge
M,594(A)(1)VC,NA,NA,1,Damage property,Public order charge
M,594(A)1/PC,NA,NA,1,Damage property,Public order charge
I,594(B)(1)PC,NA,Miscellaneous Other Violations,1,Damage property,Public order charge
